"customer_id","age","income","credit_score","card_type","monthly_spend","repayment_rate","interest_flag","channel_preference","default_flag","account_status","annual_fee","cashback_rate","cashback_earned","balance_transfer_flag","transfer_fee","installments_chosen","interest_rate_monthly","interest_due","soft_check_flag","hard_check_flag","hard_check_count","uk_score_band","credit_limit","utilization_rate","approved_flag"
"C0027",43,4426,645,"Standard",1221,0.76,FALSE,"In-store",0,"Active",0,0.005,6.11,FALSE,0,5,0.015,36.63,TRUE,FALSE,0,"Fair",3000,0.41,FALSE
"C0028",24,9274,555,"Standard",1183,0.64,FALSE,"Online",0,"Active",0,0.005,5.92,FALSE,0,1,0.015,0,FALSE,TRUE,2,"Poor",3000,0.39,FALSE
"C0029",59,6734,597,"Standard",1260,0.91,FALSE,"Contactless",0,"Active",0,0.005,6.3,TRUE,44.74,6,0.015,56.7,TRUE,FALSE,0,"Fair",3000,0.42,FALSE
"C0030",26,8769,616,"Standard",1424,0.32,TRUE,"Contactless",0,"Active",0,0.005,7.12,FALSE,0,3,0.015,0,FALSE,TRUE,1,"Fair",3000,0.47,FALSE
"C0031",36,4716,542,"Platinum",2190,0.96,TRUE,"Online",0,"Active",195,0.0125,27.38,FALSE,0,3,0.015,0,FALSE,FALSE,0,"Poor",10000,0.22,FALSE
"C0032",53,7341,749,"Gold",1000,0.43,FALSE,"Contactless",0,"Active",25,0.01,10,TRUE,40.04,2,0.015,0,TRUE,FALSE,0,"Very Good",6000,0.17,FALSE
"C0033",31,2776,674,"Standard",928,0.71,TRUE,"Online",0,"Active",0,0.005,4.64,FALSE,0,3,0.015,0,FALSE,FALSE,0,"Good",3000,0.31,FALSE
"C0034",34,5750,695,"Standard",728,0.34,FALSE,"Online",0,"Active",0,0.005,3.64,FALSE,0,6,0.015,32.76,TRUE,FALSE,0,"Good",3000,0.24,FALSE
"C0035",60,9098,493,"Standard",1996,0.54,FALSE,"Online",0,"Active",0,0.005,9.98,FALSE,0,6,0.015,89.82,FALSE,FALSE,0,"Poor",3000,0.67,FALSE
"C0036",56,3616,527,"Standard",1637,0.91,FALSE,"In-store",0,"Active",0,0.005,8.19,FALSE,0,1,0.015,0,FALSE,FALSE,0,"Poor",3000,0.55,FALSE
"C0037",70,3751,595,"Platinum",833,0.94,TRUE,"Online",0,"Active",195,0.0125,10.41,FALSE,0,2,0.015,0,TRUE,FALSE,0,"Fair",10000,0.08,FALSE
"C0038",29,4868,776,"Standard",32,0.68,FALSE,"Online",0,"Dormant",0,0.005,0.16,FALSE,0,3,0.015,0,FALSE,FALSE,0,"Very Good",3000,0.01,TRUE
"C0039",32,8980,613,"Gold",1459,0.43,TRUE,"Contactless",0,"Active",25,0.01,14.59,FALSE,0,4,0.015,21.88,FALSE,FALSE,0,"Fair",6000,0.24,FALSE
"C0040",49,7125,765,"Standard",1389,0.75,FALSE,"Contactless",0,"Active",0,0.005,6.94,FALSE,0,1,0.015,0,TRUE,TRUE,2,"Very Good",3000,0.46,FALSE
"C0041",59,4940,700,"Standard",864,0.95,TRUE,"Online",0,"Closed",0,0.005,4.32,FALSE,0,2,0.015,0,TRUE,FALSE,0,"Good",3000,0.29,TRUE
"C0042",62,8501,632,"Standard",2559,0.38,TRUE,"In-store",0,"Active",0,0.005,12.8,TRUE,34.45,3,0.015,0,FALSE,TRUE,2,"Fair",3000,0.85,FALSE
"C0043",24,3178,580,"Standard",1553,0.58,FALSE,"Online",0,"Active",0,0.005,7.77,FALSE,0,2,0.015,0,FALSE,TRUE,1,"Fair",3000,0.52,FALSE
"C0044",26,4452,786,"Platinum",1049,0.82,FALSE,"Online",0,"Dormant",195,0.0125,13.11,FALSE,0,5,0.015,31.47,FALSE,FALSE,0,"Very Good",10000,0.1,TRUE
"C0045",58,2082,710,"Standard",1711,0.64,TRUE,"Online",0,"Active",0,0.005,8.55,FALSE,0,2,0.015,0,TRUE,FALSE,0,"Good",3000,0.57,FALSE
"C0046",27,3099,648,"Standard",753,0.98,FALSE,"Online",0,"Active",0,0.005,3.77,FALSE,0,4,0.015,11.3,TRUE,FALSE,0,"Fair",3000,0.25,FALSE
"C0047",40,7188,665,"Gold",1512,0.87,TRUE,"Contactless",0,"Active",25,0.01,15.12,FALSE,0,2,0.015,0,TRUE,TRUE,2,"Fair",6000,0.25,TRUE
"C0048",44,9940,588,"Gold",1841,0.51,FALSE,"Online",0,"Dormant",25,0.01,18.41,FALSE,0,4,0.015,27.61,TRUE,FALSE,0,"Fair",6000,0.31,FALSE
"C0049",70,8490,837,"Standard",1401,0.99,TRUE,"In-store",0,"Dormant",0,0.005,7,FALSE,0,3,0.015,0,TRUE,FALSE,0,"Excellent",3000,0.47,FALSE
"C0050",24,7282,709,"Gold",101,0.79,TRUE,"Online",0,"Dormant",25,0.01,1.01,FALSE,0,1,0.015,0,TRUE,FALSE,0,"Good",6000,0.02,TRUE
"C0051",70,5724,741,"Platinum",1044,0.94,FALSE,"In-store",0,"Active",195,0.0125,13.05,FALSE,0,1,0.015,0,FALSE,TRUE,4,"Very Good",10000,0.1,FALSE
"C0052",44,2648,550,"Standard",671,0.47,FALSE,"Online",0,"Active",0,0.005,3.36,TRUE,14.56,3,0.015,0,TRUE,TRUE,3,"Poor",3000,0.22,FALSE
"C0053",49,9839,495,"Standard",810,0.31,TRUE,"Online",0,"Dormant",0,0.005,4.05,FALSE,0,3,0.015,0,TRUE,FALSE,0,"Poor",3000,0.27,FALSE
"C0054",55,8417,847,"Gold",1732,0.68,TRUE,"In-store",0,"Active",25,0.01,17.32,FALSE,0,2,0.015,0,TRUE,TRUE,3,"Excellent",6000,0.29,FALSE
"C0055",42,9715,657,"Standard",1501,0.35,TRUE,"In-store",0,"Dormant",0,0.005,7.5,TRUE,18.93,2,0.015,0,FALSE,FALSE,0,"Fair",3000,0.5,FALSE
"C0056",51,5721,595,"Gold",1601,0.43,TRUE,"Contactless",0,"Active",25,0.01,16.01,FALSE,0,4,0.015,24.02,TRUE,FALSE,0,"Fair",6000,0.27,FALSE
"C0057",46,7697,643,"Gold",1247,0.6,TRUE,"In-store",0,"Active",25,0.01,12.47,FALSE,0,3,0.015,0,FALSE,TRUE,2,"Fair",6000,0.21,FALSE
"C0058",22,8162,602,"Standard",742,0.54,FALSE,"Online",0,"Active",0,0.005,3.71,TRUE,9.08,3,0.015,0,FALSE,TRUE,1,"Fair",3000,0.25,FALSE
"C0059",25,5513,753,"Standard",2336,0.97,TRUE,"Online",0,"Closed",0,0.005,11.68,TRUE,45.69,2,0.015,0,FALSE,TRUE,4,"Very Good",3000,0.78,FALSE
"C0060",29,5686,721,"Standard",673,0.94,TRUE,"Contactless",0,"Dormant",0,0.005,3.37,FALSE,0,1,0.015,0,FALSE,FALSE,0,"Good",3000,0.22,TRUE
"C0061",30,7342,879,"Standard",1004,0.53,FALSE,"Online",0,"Active",0,0.005,5.02,TRUE,16.67,1,0.015,0,TRUE,FALSE,0,"Excellent",3000,0.33,FALSE
"C0062",35,5290,515,"Standard",1041,0.64,FALSE,"Online",0,"Active",0,0.005,5.2,FALSE,0,2,0.015,0,TRUE,TRUE,3,"Poor",3000,0.35,FALSE
"C0063",50,3647,616,"Standard",1503,0.41,TRUE,"In-store",0,"Dormant",0,0.005,7.52,FALSE,0,2,0.015,0,FALSE,FALSE,0,"Fair",3000,0.5,FALSE
"C0064",74,5825,699,"Standard",516,0.65,TRUE,"Contactless",0,"Active",0,0.005,2.58,FALSE,0,1,0.015,0,FALSE,FALSE,0,"Good",3000,0.17,TRUE
"C0065",44,6303,816,"Gold",1594,0.78,TRUE,"Online",0,"Active",25,0.01,15.94,FALSE,0,3,0.015,0,FALSE,FALSE,0,"Excellent",6000,0.27,TRUE
"C0066",42,6941,548,"Standard",1149,0.31,TRUE,"In-store",0,"Active",0,0.005,5.74,FALSE,0,3,0.015,0,TRUE,FALSE,0,"Poor",3000,0.38,FALSE
"C0067",55,9606,652,"Gold",622,0.52,FALSE,"Contactless",0,"Active",25,0.01,6.22,TRUE,15.42,5,0.015,18.66,FALSE,TRUE,1,"Fair",6000,0.1,TRUE
"C0068",38,3438,611,"Standard",2096,0.48,FALSE,"Contactless",0,"Active",0,0.005,10.48,FALSE,0,5,0.015,62.88,TRUE,FALSE,0,"Fair",3000,0.7,FALSE
"C0069",32,3383,493,"Standard",1588,0.39,TRUE,"In-store",0,"Active",0,0.005,7.94,FALSE,0,2,0.015,0,TRUE,TRUE,3,"Poor",3000,0.53,FALSE
"C0070",58,3305,543,"Platinum",682,0.45,TRUE,"Contactless",0,"Active",195,0.0125,8.53,TRUE,30.4,3,0.015,0,FALSE,FALSE,0,"Poor",10000,0.07,FALSE
"C0071",64,4915,533,"Standard",1759,0.49,FALSE,"Contactless",0,"Active",0,0.005,8.8,FALSE,0,3,0.015,0,TRUE,TRUE,1,"Poor",3000,0.59,FALSE
"C0072",43,4840,471,"Gold",1061,0.46,FALSE,"Online",0,"Active",25,0.01,10.61,FALSE,0,4,0.015,15.91,FALSE,FALSE,0,"Poor",6000,0.18,FALSE
"C0073",48,4522,674,"Gold",1071,0.6,FALSE,"Online",0,"Active",25,0.01,10.71,FALSE,0,5,0.015,32.13,TRUE,FALSE,0,"Good",6000,0.18,TRUE
"C0074",33,6112,666,"Gold",1210,0.82,FALSE,"Contactless",0,"Active",25,0.01,12.1,FALSE,0,3,0.015,0,FALSE,TRUE,1,"Fair",6000,0.2,TRUE
"C0075",69,4357,723,"Gold",292,0.43,TRUE,"Contactless",0,"Dormant",25,0.01,2.92,FALSE,0,6,0.015,13.14,TRUE,FALSE,0,"Good",6000,0.05,FALSE
"C0076",47,4379,776,"Standard",1989,0.92,FALSE,"Contactless",0,"Active",0,0.005,9.95,TRUE,43.19,4,0.015,29.83,TRUE,FALSE,0,"Very Good",3000,0.66,FALSE
"C0077",23,3759,456,"Standard",952,0.83,FALSE,"Online",0,"Active",0,0.005,4.76,TRUE,36.2,1,0.015,0,TRUE,FALSE,0,"Poor",3000,0.32,FALSE
"C0078",60,6619,608,"Gold",987,0.33,FALSE,"Online",0,"Active",25,0.01,9.87,FALSE,0,4,0.015,14.8,TRUE,TRUE,3,"Fair",6000,0.16,FALSE
"C0079",25,2482,539,"Gold",1220,0.69,TRUE,"Online",0,"Active",25,0.01,12.2,FALSE,0,3,0.015,0,FALSE,TRUE,2,"Poor",6000,0.2,FALSE
"C0080",39,2218,666,"Standard",1222,0.73,FALSE,"In-store",0,"Active",0,0.005,6.11,TRUE,24.5,5,0.015,36.66,FALSE,TRUE,3,"Fair",3000,0.41,FALSE
"C0081",39,1738,748,"Standard",1426,0.37,FALSE,"In-store",0,"Dormant",0,0.005,7.13,FALSE,0,2,0.015,0,FALSE,FALSE,0,"Very Good",3000,0.48,FALSE
"C0082",56,1686,688,"Gold",1653,0.31,TRUE,"Contactless",0,"Active",25,0.01,16.53,TRUE,76.53,3,0.015,0,TRUE,FALSE,0,"Good",6000,0.28,FALSE
"C0083",48,7210,642,"Standard",1824,0.61,FALSE,"In-store",0,"Dormant",0,0.005,9.12,FALSE,0,3,0.015,0,FALSE,TRUE,3,"Fair",3000,0.61,FALSE
"C0084",65,9737,614,"Platinum",2212,0.39,FALSE,"Contactless",0,"Active",195,0.0125,27.65,FALSE,0,1,0.015,0,FALSE,TRUE,1,"Fair",10000,0.22,FALSE
"C0085",34,8133,655,"Gold",55,0.34,FALSE,"In-store",0,"Active",25,0.01,0.55,FALSE,0,3,0.015,0,FALSE,TRUE,1,"Fair",6000,0.01,FALSE
"C0086",71,6892,735,"Standard",996,0.82,TRUE,"Online",0,"Active",0,0.005,4.98,FALSE,0,2,0.015,0,TRUE,FALSE,0,"Good",3000,0.33,FALSE
"C0087",67,7211,741,"Gold",1212,0.66,FALSE,"Online",0,"Dormant",25,0.01,12.12,FALSE,0,5,0.015,36.36,TRUE,FALSE,0,"Very Good",6000,0.2,TRUE
"C0088",66,4111,689,"Standard",943,0.65,FALSE,"In-store",0,"Active",0,0.005,4.72,TRUE,37.34,1,0.015,0,TRUE,TRUE,4,"Good",3000,0.31,FALSE
"C0089",51,6796,762,"Standard",1404,0.79,TRUE,"Online",0,"Active",0,0.005,7.02,FALSE,0,1,0.015,0,FALSE,FALSE,0,"Very Good",3000,0.47,FALSE
"C0090",21,4508,655,"Standard",1890,0.38,TRUE,"Online",0,"Active",0,0.005,9.45,FALSE,0,1,0.015,0,FALSE,FALSE,0,"Fair",3000,0.63,FALSE
"C0091",30,2119,797,"Gold",663,0.31,TRUE,"Online",0,"Active",25,0.01,6.63,FALSE,0,4,0.015,9.95,FALSE,FALSE,0,"Very Good",6000,0.11,FALSE
"C0092",22,8054,550,"Gold",-25,0.31,TRUE,"Contactless",0,"Active",25,0.01,-0.25,FALSE,0,2,0.015,0,TRUE,FALSE,0,"Poor",6000,0,FALSE
"C0093",71,8813,677,"Gold",464,0.35,TRUE,"Online",0,"Active",25,0.01,4.64,FALSE,0,3,0.015,0,FALSE,FALSE,0,"Good",6000,0.08,FALSE
"C0094",68,4750,469,"Platinum",1248,0.82,TRUE,"Contactless",1,"Dormant",195,0.0125,15.6,FALSE,0,1,0.015,0,FALSE,TRUE,2,"Poor",10000,0.12,FALSE
"C0095",42,6841,697,"Gold",2246,0.79,FALSE,"Contactless",0,"Active",25,0.01,22.46,FALSE,0,4,0.015,33.69,TRUE,FALSE,0,"Good",6000,0.37,FALSE
"C0096",69,6186,413,"Standard",1629,0.8,FALSE,"Online",0,"Active",0,0.005,8.14,FALSE,0,4,0.015,24.43,TRUE,FALSE,0,"Poor",3000,0.54,FALSE
"C0097",39,9047,621,"Standard",2047,0.48,TRUE,"Contactless",0,"Active",0,0.005,10.23,FALSE,0,3,0.015,0,TRUE,FALSE,0,"Fair",3000,0.68,FALSE
"C0098",42,4560,658,"Gold",1118,0.98,FALSE,"Online",0,"Dormant",25,0.01,11.18,FALSE,0,1,0.015,0,FALSE,FALSE,0,"Fair",6000,0.19,TRUE
"C0099",49,4568,701,"Gold",1867,0.75,TRUE,"Online",0,"Active",25,0.01,18.67,FALSE,0,3,0.015,0,FALSE,FALSE,0,"Good",6000,0.31,FALSE
"C0100",63,3772,591,"Standard",815,0.94,TRUE,"Online",0,"Active",0,0.005,4.08,FALSE,0,1,0.015,0,FALSE,FALSE,0,"Fair",3000,0.27,FALSE
"C0101",42,1874,594,"Standard",861,0.7,TRUE,"In-store",0,"Active",0,0.005,4.3,TRUE,18.64,4,0.015,12.91,TRUE,TRUE,3,"Fair",3000,0.29,FALSE
"C0102",40,7538,655,"Standard",1446,0.58,TRUE,"Online",0,"Active",0,0.005,7.23,FALSE,0,1,0.015,0,TRUE,TRUE,3,"Fair",3000,0.48,FALSE
"C0103",52,9008,593,"Standard",1646,0.68,TRUE,"Contactless",0,"Active",0,0.005,8.23,FALSE,0,2,0.015,0,TRUE,FALSE,0,"Fair",3000,0.55,FALSE
"C0104",57,6006,698,"Gold",1295,0.61,FALSE,"In-store",0,"Active",25,0.01,12.95,FALSE,0,3,0.015,0,FALSE,FALSE,0,"Good",6000,0.22,TRUE
"C0105",65,2184,704,"Gold",2533,0.37,FALSE,"In-store",0,"Active",25,0.01,25.33,TRUE,115.99,3,0.015,0,FALSE,FALSE,0,"Good",6000,0.42,FALSE
"C0106",47,9132,527,"Platinum",1413,0.6,FALSE,"In-store",0,"Active",195,0.0125,17.66,FALSE,0,3,0.015,0,FALSE,FALSE,0,"Poor",10000,0.14,FALSE
"C0107",29,4569,618,"Gold",-449,0.31,TRUE,"Contactless",0,"Dormant",25,0.01,-4.49,FALSE,0,4,0.015,-6.73,FALSE,TRUE,1,"Fair",6000,-0.07,FALSE
"C0108",48,2172,774,"Platinum",1481,0.54,FALSE,"Contactless",0,"Closed",195,0.0125,18.51,FALSE,0,3,0.015,0,TRUE,FALSE,0,"Very Good",10000,0.15,TRUE
"C0109",74,9096,599,"Standard",1244,0.48,FALSE,"Online",0,"Active",0,0.005,6.22,FALSE,0,1,0.015,0,TRUE,FALSE,0,"Fair",3000,0.41,FALSE
"C0110",63,5016,587,"Platinum",1727,0.32,FALSE,"In-store",1,"Active",195,0.0125,21.59,TRUE,40,6,0.015,77.71,FALSE,FALSE,0,"Fair",10000,0.17,FALSE
"C0111",47,4901,747,"Standard",1318,0.61,FALSE,"Contactless",0,"Active",0,0.005,6.59,FALSE,0,4,0.015,19.77,FALSE,FALSE,0,"Very Good",3000,0.44,FALSE
"C0112",52,4755,526,"Standard",1227,0.78,FALSE,"Contactless",0,"Dormant",0,0.005,6.14,FALSE,0,3,0.015,0,TRUE,FALSE,0,"Poor",3000,0.41,FALSE
"C0113",31,3827,610,"Gold",1390,0.66,TRUE,"Online",0,"Dormant",25,0.01,13.9,FALSE,0,1,0.015,0,TRUE,FALSE,0,"Fair",6000,0.23,FALSE
"C0114",46,2271,584,"Standard",521,0.86,TRUE,"Contactless",0,"Active",0,0.005,2.6,TRUE,7.71,3,0.015,0,TRUE,TRUE,3,"Fair",3000,0.17,FALSE
"C0115",49,8114,500,"Standard",1821,0.83,TRUE,"In-store",0,"Active",0,0.005,9.11,FALSE,0,1,0.015,0,TRUE,FALSE,0,"Poor",3000,0.61,FALSE
"C0116",24,8567,624,"Standard",1886,0.44,FALSE,"Contactless",0,"Active",0,0.005,9.43,FALSE,0,3,0.015,0,FALSE,FALSE,0,"Fair",3000,0.63,FALSE
"C0117",20,2737,671,"Standard",1177,0.4,FALSE,"In-store",0,"Active",0,0.005,5.88,TRUE,20.62,6,0.015,52.96,TRUE,FALSE,0,"Good",3000,0.39,FALSE
"C0118",40,5115,583,"Gold",1530,0.51,TRUE,"In-store",0,"Closed",25,0.01,15.3,FALSE,0,3,0.015,0,TRUE,FALSE,0,"Fair",6000,0.26,FALSE
"C0119",71,3275,640,"Standard",-205,0.33,FALSE,"Online",0,"Dormant",0,0.005,-1.02,FALSE,0,4,0.015,-3.07,TRUE,FALSE,0,"Fair",3000,-0.07,FALSE
"C0120",75,1746,694,"Standard",1570,0.62,FALSE,"In-store",0,"Active",0,0.005,7.85,FALSE,0,4,0.015,23.55,FALSE,FALSE,0,"Good",3000,0.52,FALSE
"C0121",32,7921,671,"Platinum",809,0.93,TRUE,"In-store",0,"Active",195,0.0125,10.11,TRUE,9.28,1,0.015,0,TRUE,FALSE,0,"Good",10000,0.08,TRUE
"C0122",38,3492,595,"Standard",226,0.35,FALSE,"In-store",0,"Active",0,0.005,1.13,FALSE,0,1,0.015,0,TRUE,TRUE,3,"Fair",3000,0.08,FALSE
"C0123",54,5546,568,"Standard",1541,0.74,FALSE,"In-store",0,"Active",0,0.005,7.7,FALSE,0,3,0.015,0,TRUE,TRUE,1,"Poor",3000,0.51,FALSE
"C0124",25,2211,689,"Standard",1344,0.47,TRUE,"Online",0,"Active",0,0.005,6.72,FALSE,0,2,0.015,0,TRUE,FALSE,0,"Good",3000,0.45,FALSE
"C0125",68,5295,744,"Standard",546,0.54,TRUE,"Online",0,"Active",0,0.005,2.73,FALSE,0,2,0.015,0,TRUE,TRUE,1,"Very Good",3000,0.18,TRUE
"C0126",27,8656,632,"Standard",1666,0.42,FALSE,"In-store",0,"Active",0,0.005,8.33,FALSE,0,1,0.015,0,FALSE,FALSE,0,"Fair",3000,0.56,FALSE
"C0127",67,1127,546,"Standard",661,0.74,TRUE,"In-store",0,"Active",0,0.005,3.31,FALSE,0,6,0.015,29.74,FALSE,FALSE,0,"Poor",3000,0.22,FALSE
"C0128",59,9951,416,"Gold",810,0.45,FALSE,"Contactless",0,"Dormant",25,0.01,8.1,FALSE,0,3,0.015,0,TRUE,FALSE,0,"Poor",6000,0.14,FALSE
"C0129",61,8101,542,"Platinum",1632,0.59,FALSE,"In-store",0,"Active",195,0.0125,20.4,FALSE,0,3,0.015,0,FALSE,TRUE,4,"Poor",10000,0.16,FALSE
"C0130",51,3252,581,"Standard",682,0.79,FALSE,"In-store",0,"Dormant",0,0.005,3.41,FALSE,0,4,0.015,10.23,FALSE,FALSE,0,"Fair",3000,0.23,FALSE
"C0131",27,7665,771,"Standard",622,0.79,TRUE,"In-store",0,"Active",0,0.005,3.11,FALSE,0,4,0.015,9.33,FALSE,FALSE,0,"Very Good",3000,0.21,TRUE
"C0132",39,5169,668,"Gold",1006,0.82,TRUE,"In-store",0,"Closed",25,0.01,10.06,FALSE,0,3,0.015,0,TRUE,FALSE,0,"Fair",6000,0.17,TRUE
"C0133",29,1319,682,"Gold",835,0.77,TRUE,"Online",0,"Active",25,0.01,8.35,TRUE,37.67,2,0.015,0,FALSE,FALSE,0,"Good",6000,0.14,TRUE
"C0134",37,6491,655,"Standard",686,0.67,FALSE,"Contactless",0,"Active",0,0.005,3.43,TRUE,21.22,3,0.015,0,TRUE,FALSE,0,"Fair",3000,0.23,TRUE
"C0135",63,4602,573,"Standard",964,0.81,FALSE,"Online",0,"Dormant",0,0.005,4.82,TRUE,10.48,1,0.015,0,TRUE,TRUE,1,"Poor",3000,0.32,FALSE
"C0136",34,9970,700,"Standard",883,0.55,TRUE,"Online",0,"Active",0,0.005,4.42,TRUE,26.69,4,0.015,13.24,TRUE,FALSE,0,"Good",3000,0.29,TRUE
"C0137",63,4983,565,"Standard",1500,0.37,FALSE,"In-store",0,"Active",0,0.005,7.5,TRUE,60.36,4,0.015,22.5,TRUE,TRUE,1,"Poor",3000,0.5,FALSE
"C0138",71,1089,717,"Gold",2049,0.6,TRUE,"In-store",0,"Active",25,0.01,20.49,FALSE,0,2,0.015,0,FALSE,FALSE,0,"Good",6000,0.34,FALSE
"C0139",52,1229,556,"Standard",1593,0.4,TRUE,"Contactless",0,"Active",0,0.005,7.96,FALSE,0,4,0.015,23.9,FALSE,FALSE,0,"Poor",3000,0.53,FALSE
"C0140",57,3733,728,"Standard",1261,0.99,FALSE,"In-store",0,"Dormant",0,0.005,6.3,FALSE,0,6,0.015,56.74,TRUE,FALSE,0,"Good",3000,0.42,FALSE
"C0141",63,2119,806,"Gold",959,0.6,TRUE,"Contactless",0,"Active",25,0.01,9.59,FALSE,0,2,0.015,0,TRUE,FALSE,0,"Excellent",6000,0.16,TRUE
"C0142",68,2031,528,"Gold",1146,0.61,FALSE,"Contactless",0,"Dormant",25,0.01,11.46,TRUE,40.92,2,0.015,0,TRUE,TRUE,2,"Poor",6000,0.19,FALSE
"C0143",47,5068,543,"Standard",1518,0.54,FALSE,"In-store",1,"Closed",0,0.005,7.59,FALSE,0,3,0.015,0,FALSE,FALSE,0,"Poor",3000,0.51,FALSE
